,AAPL,BAC,C,DELL,GOOGL,MS,MSFT
2009-03-20,-0.0007272727272726875,-0.10650887573964496,0.007722007722007929,-0.015447991761071145,0.0006661014896451878,-0.03813346713497234,-0.004736129905277275
2009-03-23,0.05967976710334799,0.259933774834437,0.19463601532567032,0.057531380753137906,0.055794251134644535,0.20709441836202402,0.07477906186267846
2009-03-24,-0.010302197802197877,-0.07490144546649147,-0.038165490699166194,-0.003956478733926683,-0.004069467530234516,0.028522039757994833,-0.021505376344086002
2009-03-25,0.0,0.06676136363636354,-0.020006668889629764,-0.022840119165839168,-0.0089203499079189,0.031512605042016695,-0.003232062055591567
2009-03-26,0.031228313671061603,-0.015978695073235683,-0.047635250085062975,0.017276422764227695,0.026769641716508863,-0.010183299389002087,0.05317769130998684
2009-03-27,-0.02759084791386268,-0.03112313937753719,-0.06752411575562689,-0.0379620379620379,-0.015835312747426666,-0.050617283950617264,-0.03694581280788167
2009-03-30,-0.02145328719723172,-0.17877094972067042,-0.11839080459770113,-0.04672897196261694,-0.014366164808642723,-0.09102730819245775,-0.035805626598465534
2009-03-31,0.005657708628005631,0.13095238095238093,0.0951760104302477,-0.0010893246187363426,0.015624999999999778,0.028612303290414864,0.05039787798408479
2009-04-01,0.033755274261603185,0.03458646616541339,0.059523809523809534,0.004362050163577047,0.017336394948335387,0.04218822438572101,0.051767676767676685
2009-04-02,0.03741496598639471,0.026162790697674465,0.022471910112359605,-0.0021715526601521207,0.023755783771583383,-0.0262455516014235,-0.0012004801920768582
2009-04-03,0.02885245901639344,0.0495750708215299,0.03992673992674001,0.08596300326441786,0.020117951827151037,0.041114664230242015,-0.02824519230769229
2009-04-06,0.021032504780114758,-0.014844804318488558,-0.045438534695315225,0.0010020040080160886,-0.004214393775664571,-0.03115401491882408,0.000618429189857661
2009-04-07,-0.028714107365792718,-0.016438356164383605,0.014760147601476037,-0.048048048048048075,-0.02604449267498654,0.00045289855072461194,0.0
2009-04-08,0.011568123393316254,-0.04038997214484685,-0.021818181818181848,0.03785488958990535,0.009359331476323174,-0.026708918062471665,0.022867737948084166
2009-04-09,0.027954256670902122,0.35123367198838906,0.12602230483271382,0.05471124620060808,0.029031901975935526,0.11720930232558135,0.025377643504531644
2009-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-04-13,0.004944375772558907,0.15467239527389887,0.24991746450973928,-0.028818443804034644,0.015018236429950704,0.06036636136552875,-0.004124926340601132
2009-04-14,-0.01537515375153753,-0.08465116279069773,0.05520338087691501,0.001978239366963619,-0.024307757345170322,-0.1197487239890066,-0.012426035502958399
2009-04-15,-0.006246096189881367,0.03455284552845517,-0.010012515644555853,-0.02566633761105641,0.02870450606585795,-0.008920606601249048,-0.026962252846015722
2009-04-16,0.03268384663733492,-0.008840864440078589,0.010113780025284624,0.06585612968591703,0.02432347056965356,0.022052205220522092,0.049261083743842304
2009-04-17,0.016433353621424285,0.024777006937561907,-0.08986232790988746,0.017110266159695797,0.009046052631578982,0.04271246147071772,-0.028169014084507116
2009-04-20,-0.0239520958083832,-0.2437137330754352,-0.19444444444444442,-0.06822429906542049,-0.033007334963325086,-0.0591216216216216,-0.030797101449275277
2009-04-21,0.010429447852760676,0.09207161125319674,0.10208262205530905,0.02407221664994985,0.005741677201854145,0.04802513464991032,0.019314641744548222
2009-04-22,-0.0018214936247721303,-0.05620608899297408,0.0030978934324659146,0.00685602350636616,0.006232650709684151,-0.08950749464668095,-0.009779951100244544
2009-04-23,0.031630170316301776,0.06699751861042169,-0.015441630636195303,0.008754863813229541,0.0021861336664583675,-0.021636876763875823,0.007407407407407529
2009-04-24,-0.011792452830188593,0.032558139534883956,-0.0031367628607276155,0.030858244937319146,0.012464942349641683,0.0,0.10539215686274495
2009-04-27,0.0065632458233890745,-0.020270270270270396,-0.037759597230963005,0.00374181478016844,-0.009079716835949547,-0.03173076923076923,-0.024390243902438935
2009-04-28,-0.00652045050385297,-0.08620689655172409,-0.05853499018966646,-0.019571295433364444,-0.005798001760107585,-0.005461767626613656,-0.023295454545454564
2009-04-29,0.010143198090692085,0.06540880503144653,0.0795415074678707,0.034220532319391817,0.02020307211663619,0.0943584623065401,0.016288539848749117
2009-04-30,0.005316007088009389,0.02833530106257376,-0.0222007722007721,0.03308823529411753,0.011483693155718955,0.025091240875912302,0.0
2009-05-01,0.011163337250293948,-0.025258323765786517,-0.026324448831852587,0.019572953736654908,-0.005752346351801441,0.09212283044058744,-0.0005724098454492621
2009-05-04,0.03834979662986626,0.19199057714958756,0.07739101047651231,0.03664921465968596,0.0210617133576938,0.046454767726161306,-0.00286368843069873
2009-05-05,0.0044767767207609666,0.04446640316205541,0.03450439146800499,-0.03451178451178449,0.0025349172424076194,0.007009345794392496,-0.019529006318207864
2009-05-06,-0.0016713091922003764,0.17123935666982026,0.16616130988477873,0.0026155187445509043,0.001189885969261395,0.047563805104408274,0.0
2009-05-07,-0.025669642857142905,0.06462035541195466,-0.013000520020800876,-0.06869565217391294,-0.017034762800831937,-0.047988187523071324,-0.02401874633860579
2009-05-08,0.001145475372279492,0.04855842185128978,0.05505795574288719,-0.02334267040149396,0.027052896725440867,0.03916246607212104,0.005402160864345751
2009-05-11,0.0028604118993136307,-0.08683068017366147,-0.03970037453183517,0.019120458891013214,0.0015696277039289885,-0.07537313432835824,-0.005373134328358176
2009-05-12,-0.03993154592127801,-0.0522979397781298,-0.052002080083203284,0.016885553470919357,-0.021989323669131755,0.013317191283293006,0.03001200480192079
2009-05-13,-0.03980986333927505,-0.10200668896321075,-0.06829402084476144,-0.023985239852398532,-0.023735603405107608,-0.05017921146953397,-0.007575757575757569
2009-05-14,0.029084158415841443,0.027001862197392867,0.041212834854283065,-0.000945179584120992,-0.00523184242921626,0.05870020964360578,0.015854374633000656
2009-05-15,-0.004209260372820212,-0.05621033544877596,-0.01979078314956162,0.00473036896877943,0.006496854697328969,-0.01663366336633665,0.008092485549132888
2009-05-18,0.034420289855072506,0.09894332372718528,0.045860974906258845,0.029190207156308823,0.017520491803278748,0.08256141763995162,0.018922018348623837
2009-05-19,0.0064214827787507645,-0.04108391608391604,0.03585217870932178,0.02287282708142735,0.005135434498036329,0.021949404761904656,-0.007878446820483997
2009-05-20,-0.012180974477958073,0.021877848678213407,-0.021299254526091715,-0.033094812164579546,-0.004257663794830613,-0.03130688023298145,0.00340328984685212
2009-05-21,-0.01350557839107458,-0.007136485280999083,0.008161044613710589,-0.03052728954671602,-0.0017103476029981524,0.0033821871476888976,-0.027699265121537753
2009-05-22,-0.013690476190476253,-0.029649595687331498,-0.01349163518618457,0.00190839694656475,-0.0075585789871503994,0.004868913857677848,-0.0034883720930232176
2009-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-05-26,0.06759203379601697,-0.008333333333333304,0.027352297592997843,0.026666666666666616,0.027570449352627646,0.02795378307864338,0.03033838973162184
2009-05-27,0.017524024872809463,-0.006535947712418277,-0.01863684771033025,-0.0018552875695732052,0.0029647198339757264,-0.0141406816533719,-0.010758776896942268
2009-05-28,0.014999999999999902,0.03571428571428559,-0.008138903960933197,0.032527881040892215,0.011971622819982208,0.028687017285766725,0.01602747567258156
2009-05-29,0.00547345374931596,-0.0027223230490017736,0.013676148796498921,0.007200720072007227,0.01660094445255833,0.03003217733285668,0.021408450704225368
2009-06-01,0.026129559063690744,-0.005459508644222066,-0.008094981111710808,0.05272564789991052,0.022363758260703026,-0.013884068031933317,0.024820739106453438
2009-06-02,0.001061007957559701,0.018298261665141924,-0.0486942328618063,-0.01952461799660432,0.004309335331865505,0.006687785990848294,0.0
2009-06-03,0.010598834128245915,-0.017070979335130354,-0.03431512725193009,-0.026839826839826886,0.007602257357399278,-0.012587412587412694,0.01506996770721214
2009-06-04,0.019926586261143076,0.0594149908592323,0.05330174711282187,0.040925266903914403,0.019996296982040418,0.04992917847025491,0.004772004241781591
2009-06-05,0.006169665809768743,-0.0008628127696289623,-0.03092493674444763,-0.0008547008547008517,0.009166817934289195,-0.00741989881956151,0.014248021108179465
2009-06-08,-0.00562084823709752,0.016407599309153698,-0.011604293588627801,0.016253207869974418,-0.012501124201816705,0.013591573224600806,-0.004162330905306932
2009-06-09,-0.007708119218910681,0.0,-0.0029351335485765517,0.026094276094275948,-0.0071493624772313025,-0.013074086490110548,0.0015673981191222097
2009-06-10,-0.017607457276022753,-0.005947323704333041,0.020606417427141643,0.027071369975389725,-0.0069256524331513525,-0.05536684782608703,0.02086593635889411
2009-06-11,-0.0021085925144965767,0.0820512820512822,0.0,0.025559105431310014,-0.00835950489562165,0.007910823444804205,0.012774655084312636
2009-06-12,-0.021130480718436262,0.05766192733017372,-0.0028843380444188993,0.008566978193146335,-0.0096874854454847,0.0071352122725649725,0.021695257315842653
2009-06-15,-0.0064759848893686245,-0.028379387602688655,-0.028926815157651165,-0.038610038610038644,-0.019000141090156575,-0.04392490258590165,0.003950617283950519
2009-06-16,0.0021727322107549796,-0.04458109146810152,-0.03544831694965733,-0.008032128514056214,-0.001821755597104291,-0.010744720266765428,0.000983767830792015
2009-06-17,-0.00596205962059615,-0.033789219629927536,-0.05250154416306374,-0.0008097165991902688,-0.0020171941789539627,-0.021722846441947552,0.009828009828009687
2009-06-18,0.0021810250817884125,0.048293089092422914,0.01629726205997395,-0.011345218800648316,-0.0026469031233455897,0.019908116385911168,-0.007299270072992803
2009-06-19,0.026659412404787863,0.025416997617156545,0.012828736369467464,0.0540983606557377,0.014572476355915853,0.008633633633633675,0.02401960784313739
2009-06-22,-0.015368309485956688,-0.09682416731216115,-0.05351488283723871,-0.023328149300155476,-0.03034338438124229,-0.05805731298846306,-0.03255146002872189
2009-06-23,-0.024219590958019288,0.02401372212692965,0.0033456005352960894,0.0,-0.004120070629782258,0.039905175819834104,0.002474022761009387
2009-06-24,0.016547159404302292,0.01005025125628145,0.010003334444814937,0.023089171974522316,0.00891449960598889,-0.001519756838905706,0.005429417571569672
2009-06-25,0.026587086272382043,0.0,-0.003301419610432399,0.027237354085603016,0.015816451061752446,0.007990867579908523,0.013745704467353903
2009-06-26,0.0184989429175475,0.03233830845771135,0.0,0.002272727272727426,0.022970829929357395,0.026802567006417588,-0.01840193704600479
2009-06-29,-0.0031136481577580533,0.0345381526104418,-0.003312355084465146,0.013605442176870763,-0.0027716446657584104,0.016911764705882293,0.021706956092747864
2009-06-30,0.003123373243102412,0.0007763975155279379,-0.016616816218012587,-0.009694258016405777,-0.005982664405502214,-0.02060737527114964,-0.0038628681796234465
2009-07-01,0.002594706798131785,-0.011636927851047307,0.0,-0.02484939759036142,-0.006208236576465631,-0.0051679586563307955,0.011633543383422262
2009-07-02,-0.019668737060041352,-0.031397174254317095,-0.030415680973301717,-0.030888030888030826,-0.025035765379113006,-0.048237476808905444,-0.027791087685673288
2009-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-06,-0.010031678986272552,-0.03889789303079416,-0.031021261763680696,0.03426294820717124,0.0027390560039128875,-0.005068226120857666,-0.007392804337111758
2009-07-07,-0.02293333333333336,0.0,-0.03597122302158273,-0.03081664098613257,-0.03170577045022194,-0.02625391849529768,-0.028798411122145096
2009-07-08,0.013100436681222627,-0.025295109612141542,-0.026119402985074647,-0.003974562798092274,0.01481033701072998,-0.02494969818913484,0.0010224948875254825
2009-07-09,-0.00592672413793105,0.011245674740484324,0.026819923371647514,0.015163607342378427,0.019607843137255054,0.01527032604209655,-0.005107252298263476
2009-07-10,0.01571815718157188,-0.007698887938408894,-0.03731343283582089,0.005503144654087855,0.009785783836416595,0.00203252032520318,-0.002566735112936369
2009-07-13,0.0277481323372466,0.09310344827586214,0.07364341085271309,-0.015637216575449475,0.023865773106407584,0.07586206896551739,0.03757076685537841
2009-07-14,-0.0005192107995847239,-0.006309148264984188,0.0501805054151625,-0.08022239872915016,0.0009417969485778777,-0.0007541478129713397,-0.004960317460317554
2009-07-15,0.03220779220779235,0.039682539682539764,0.08559642488827768,0.029360967184801412,0.03170869401580734,0.032830188679245254,0.04386839481555338
2009-07-16,0.00452944136889788,-0.018320610687022953,-0.04401519949335009,0.03439597315436238,0.010123119015047921,-0.008403361344537785,0.012893982808023008
2009-07-17,0.02855711422845686,-0.021772939346811793,-0.003312355084465146,-0.005677210056772131,-0.02789815817984831,-0.01989683124539421,-0.006129184347006267
2009-07-20,0.007793472966390658,-0.050079491255961894,-0.0761050182784978,0.021207177814029254,-0.00018575276307231103,0.012406015037593976,0.009962049335863421
2009-07-21,-0.009183180280328718,-0.004184100418409997,-0.05035971223021585,0.03194888178913735,-0.005294937296795199,-0.027478648347567747,0.012212306247064486
2009-07-22,0.034146341463414664,0.003361344537815114,0.05643939393939412,-0.0038699690402477227,-0.00046694060515495295,-0.000763650248186365,-0.0009280742459396585
2009-07-23,0.0070754716981134,0.03768844221105527,-0.010397992111867982,0.01243201243201253,0.022563767168083615,0.03630110813909049,0.030654900139340358
2009-07-24,0.013583138173302034,-0.014527845036319542,-0.01449275362318847,0.00230237912509601,0.021426287176207426,-0.009955752212389313,-0.08292023433979268
2009-07-27,0.0009242144177448175,0.04668304668304657,-0.014705882352941124,0.015313935681469992,-0.00429376509526791,-0.007076350093109918,-0.014250614250614357
2009-07-28,-0.00046168051708228575,0.018779342723004744,0.1041044776119402,0.018853695324283493,-0.01109513969993714,-0.02213053263315834,0.015453639082751769
2009-07-29,0.0,0.01382488479262678,0.08415005069280146,-0.0177646188008882,-0.008221667045196446,-0.008055235903337232,0.014236622484045114
2009-07-30,0.017090069284064757,0.03333333333333344,-0.024937655860349017,-0.010550113036925324,0.021526060272968772,0.044083526682134666,0.0004840271055179812
2009-07-31,0.0036330608537693543,0.058651026392961825,0.00959079283887454,-0.014470677837014612,-0.005783715925394506,0.004814814814814827,-0.012094823415578104
2009-08-03,0.01900452488687776,0.03601108033241007,0.0031665611146296513,0.01700154559505407,0.02065388951521996,0.028750460744563222,0.01273261508325163
2009-08-04,-0.005328596802841923,0.020721925133689645,0.02209595959595978,0.006838905775075954,0.0033579286881986192,0.025797205302758863,-0.0024177949709864865
2009-08-05,-0.002678571428571419,0.06483300589390972,0.10160592958616421,-0.005283018867924594,-0.00568056717600951,0.032483409011526465,0.0019389238972371547
2009-08-06,-0.007609668755595211,0.002460024600245969,0.06139613120269116,-0.034142640364188126,-0.0017271922054916677,-0.015899864682002662,-0.01499758103531701
2009-08-07,0.009923319801533603,-0.016564417177914126,0.013206550449022636,0.003142183817753219,0.014950534581429364,0.021656926778961916,0.004420432220039183
2009-08-10,-0.004912907548012435,0.015595757953836609,0.023201251303441195,0.029757243539545897,-0.0010927528630124694,-0.012449528936742893,-0.005867970660146771
2009-08-11,-0.011220825852782723,-0.04975429975429979,-0.06343949044585995,-0.0159695817490495,-0.005819804839627185,-0.030323679727427666,-0.012297097884899189
2009-08-12,0.014979573309123806,0.005171299288946329,0.0786180631120783,0.03477588871715609,0.010211267605633845,0.0028109627547434624,0.01693227091633487
2009-08-13,0.01878354203935606,0.067524115755627,0.020176544766708826,0.03211351755041081,0.008060299756012412,-0.0031534688156972246,0.003917727717923425
2009-08-14,-0.009657594381036083,0.02289156626506017,-0.004944375772558796,-0.005788712011577379,-0.004927172926481482,-0.0031634446397188487,0.0029268292682926855
2009-08-17,-0.042996453900709164,-0.04770318021201403,-0.009937888198757738,-0.018922852983988325,-0.0328367284889024,-0.041960507757404675,-0.018482490272373475
2009-08-18,0.027790643816581806,0.020408163265305923,0.03488080301129237,0.035608308605341366,0.0008532806395114001,0.008465218991534629,0.019821605550049526
2009-08-19,0.003605227579990933,-0.009090909090909038,-0.002424830261881672,0.0014326647564468775,-0.0029166292739837285,0.0018248175182482562,0.00291545189504383
2009-08-20,0.010327795240233417,0.023241590214067243,0.08483228001944587,0.006437768240343367,0.03703703703703698,0.01821493624772308,0.0009689922480620172
2009-08-21,0.017333333333333423,0.019127316198445987,0.0490701321980731,-0.003553660270078196,0.010458253775386117,0.01144901610017901,0.03146176185866412
2009-08-24,-0.00087374399300999,-0.006451612903225823,0.025630072618539224,0.019971469329529423,0.007515567962207426,-0.0014149274849664106,0.009385265133740273
2009-08-25,0.0021862702229995534,0.023022432113340985,-0.014577259475218707,-0.014685314685314754,0.005626598465473087,0.018065887353878818,0.0
2009-08-26,-0.01178010471204205,0.002308136180034781,-0.025147928994082802,0.007097232079488869,-0.007163445235673138,-0.021572720946416046,-0.003719200371920084
2009-08-27,0.011920529801324742,0.006908462867011966,0.09061348363321042,0.06694855532064836,-0.0041412287068266496,0.010312944523470868,0.005599626691553894
2009-08-28,0.003490401396160525,0.0034305317324185847,0.03557940767243095,0.017833553500660404,-0.002786590071165107,-0.010911650827173491,-0.00046403712296994026
2009-08-31,-0.01043478260869557,-0.02165242165242165,-0.04395393474088294,-0.0064892926670993,-0.006620523623232066,-0.018861209964412873,-0.0009285051067781103
2009-09-01,-0.017574692442882345,-0.06406523005241704,-0.09194940774944804,-0.03919007184846501,-0.012809971004457466,-0.05223068552774757,-0.026486988847583604
2009-09-02,-0.0004472271914131021,-0.011200995644057188,0.004421843908910095,0.009517335146159045,-0.006049712857831846,-0.013011863758132458,-0.005727923627685039
2009-09-03,0.008053691275167862,0.03524229074889851,0.04600484261501214,-0.006734006734006703,0.009967803113835938,0.020938348196975598,0.01056168987037931
2009-09-04,0.022636484687083902,0.01458966565349562,0.01683501683501687,0.02915254237288134,0.008253635529935854,0.0,0.020902612826603217
2009-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-08,0.015190972222222321,-0.0035949670461356,-0.035182119205298124,0.017127799736495364,-0.005803880803880834,0.005317128750474742,0.007910656119125337
2009-09-09,-0.010260795211629037,0.0012026458208056479,-0.004075504075504055,-0.002590673575129432,0.011675524962969419,0.02682281828485089,-0.0013850415512466352
2009-09-10,0.008207343412527157,0.010210210210210402,0.019168640964893457,0.04025974025974022,0.015028851950736444,0.0033112582781456013,0.00878409616273701
2009-09-11,-0.002142245072836335,-0.014268727705113116,-0.029374471682164005,0.0024968789013732895,0.002545500827287661,0.006233956729006396,-0.005499541704858002
2009-09-14,0.009016745384285096,0.0012062726176118588,-0.019595035924232507,-0.013075965130759593,0.006305276966696249,-0.0025510204081632404,0.0055299539170508005
2009-09-15,0.008510638297872353,-0.012048192771084487,-0.08838552076393524,0.011356466876971671,0.005088309503784583,-0.00036536353671912103,0.008249312557286892
2009-09-16,0.03797468354430378,0.027439024390244038,0.019244823386114662,0.021210230817217735,0.02250951843019111,0.049342105263157965,0.0
2009-09-17,0.01504065040650393,0.020771513353115667,0.05234225621414912,-0.0036652412950520796,0.007037931175580159,0.02960640891675359,0.0036363636363636598
2009-09-18,0.002402883460152383,0.0011627906976743319,-0.03611174199409506,-0.009809932556713696,-0.0005282190890253391,0.010825439783491264,-0.0013586956521738358
2009-09-21,-0.0055932880543347885,-0.021486643437862774,0.039820923656927576,-0.04086687306501535,0.011261078136433955,0.007362784471218298,0.0013605442176869431
2009-09-22,0.0028123744475692103,0.020771513353115667,0.04985270790845231,-0.017430600387346673,0.004140703517587996,0.04318936877076407,0.0185688405797102
2009-09-23,0.005208333333333259,-0.006395348837209269,-0.028059572631124463,0.01379763469119566,-0.0012010569300985319,-0.0286624203821656,-0.002223210315695723
2009-09-24,-0.008768433638899897,-0.029256875365710977,-0.019986675549633515,-0.011017498379779611,-0.0034070867404200067,-0.04065573770491793,0.008912655971479388
2009-09-25,-0.008041817450743838,-0.022302591922845116,-0.01110355767051896,-0.02752293577981646,-0.008607167276676098,-0.005809979494190043,-0.015017667844522964
2009-09-28,0.020672882042967133,0.036991368680641346,0.04330889092575618,0.02156334231805923,0.012252018337457926,0.022688209006531457,0.011210762331838486
2009-09-29,-0.003971405877680745,-0.00356718192627814,0.02833296727432466,-0.03232189973614774,0.0,-0.005042016806722671,-0.0031042128603104846
